payment_id,date,payment,consumer_id
6b30026d-c961-422c-8b27-7aad532d3c47,2019-10-12,8122.27,88db90e7-2c48-440c-8130-10b65619bbf2
73c3cad3-ab2c-4260-801f-b861a0169a89,2020-08-31,706.25,14382911-cd95-4c69-b4e5-a60cb9d66ca3
e541a1db-c618-42f4-a898-ec1186a6b1ec,2020-07-05,7842.57,6fb39d89-b6df-408a-a4c0-c464b1de90d5
484fe9aa-8594-42f2-8da1-70d157d2b504,2020-05-25,2591.49,23677ac8-9700-4b43-85fc-faa4a64a4951
042e6a87-e6ec-4cd5-8ef6-98062a830ab3,2020-01-25,4527.56,b92d74eb-8bc9-4d3e-947b-0f5ca867af8e
e567bb54-aea4-43b2-a463-e27353ee2bb3,2019-10-30,8967.83,d21fb122-3317-4253-8c77-eb940f7d03f2
103d0c0b-9ea4-44f4-b388-7f1958017978,2020-08-12,9763.28,512b3b33-2a4b-4625-9e76-ad78911f479d
dff95fea-37e1-45e2-a3f0-eca7faa9ca53,2019-11-23,485.93,274da880-1294-4eea-82e1-942bc303ab4c
9cfcb66b-fc90-4785-999c-ea5713ae9c7f,2020-07-21,5726.33,7623b7a5-f9d3-486d-86e0-22a96ca8290b
4ee340f3-fcb0-4b5a-8b32-95cd12f1ded0,2020-07-24,7983.67,7d9cf67c-6b10-4521-9b0e-9d57346db9ed
b0a787ef-955e-4a14-be2d-8074b7e78b98,2020-06-25,1300.83,9a23ed06-396e-480d-b0c7-58061394f881
e2d8c4bd-353e-47d4-99e6-6f36f4544a96,2019-10-06,9047.92,68ecba1a-af1a-42af-905b-d96f7119fd8a
f3a87d7a-ad67-41a7-bd5f-47857d3aafd5,2020-05-22,7030.18,2e2c7066-63b3-4175-b99e-221b99a07f28
7b5f8936-0309-4d5b-8e9f-8f412900bb31,2019-11-21,2146.61,a1a8447c-fb84-4838-b68b-3983a3c817e5
73fd7604-cbff-4387-b40b-2089886bd66e,2020-04-25,8615.41,00c26227-81ce-4ab3-9685-c88d91a12b28
7d864450-496b-4130-bcc0-21d5122d11d6,2020-03-12,2869.84,86096ceb-f2cf-4019-93a4-d0a34d68bf3c
4f0b0dc3-0a07-4155-9641-6c3201c4e234,2020-06-01,8104.66,711b5423-9b6c-405c-86b1-61be3ca97493
1aa02e60-5508-4490-ab63-b32723e4413b,2020-03-23,6179.92,136c7ae3-e629-4888-8762-60308b65b599
1e020b78-d815-4ff0-bbfd-993096c42ac7,2020-03-18,506.41,af5dbf2a-57ac-40c2-b711-5bb1df6e28b4
cfe654d9-8fb0-46eb-a784-15b3c2224ebb,2020-08-18,4108.54,4f6e1902-f321-41d5-9952-5ba8fa9e4090
6e945b1f-804a-431d-9123-6ffe5211d571,2020-09-07,4847.27,442cf414-923e-4e34-962a-70319fcbfa07
b4d84093-077d-4062-a4a4-aef6640c5483,2020-05-19,2448.07,468cd606-12c8-4a9b-8626-0147c89790ec
9ef461c4-bea9-47fe-bc4f-cf6ea1e0ed35,2020-01-02,940.24,9d497195-d825-44ab-8554-277f1d640a51
0c0c6300-0afc-4dca-9d93-c447c3f6989b,2020-07-26,3908.55,0147525b-af9f-476e-9c6f-46705e4bccb9
7af3ba68-c96c-408c-8fda-b8c8c4723321,2020-07-29,4071.49,3cb36c4b-7f44-44d9-bd94-a7aadbbea9e0
f750e5d5-1117-4d28-8ff0-004c9fcb1998,2020-05-09,2954.21,e0a10cfa-977b-4093-8d8e-6cfbe029b287
9ba0047f-d1a0-4074-9ec7-1497adcf22c8,2020-02-27,7413.74,b29e24ef-c2d0-41dd-b267-0540e03900f1
6f975c09-13ec-4874-accb-c6e1bf85e5b0,2020-04-07,9494.45,b1655144-7e94-41ac-8739-d79f304776e3
a3c87554-5577-41d4-b96a-2ba4fdc42361,2019-11-13,2933.11,0b3f3a30-40a5-41b8-ae86-13d425f976d3
bf1eb567-6987-48b1-854d-91f15252664f,2020-01-11,6278.74,6af3282b-ac6a-425c-bbc4-0fbea9a7c9f0
0e52c0bb-a426-4711-8c82-507739ea1c1e,2020-06-21,1828.51,562a1b3f-a970-4c28-8414-c5e7967cca79
8e7fb4d0-8939-4719-bae6-9fc8f2806185,2019-11-01,7628.63,88c58664-20c4-4453-91a2-09f0d9db7357
c31881b3-3c71-46ed-a601-224a3902f43e,2020-04-24,1244.14,74668f6a-042b-4744-a5be-f3681a6e004a
2804836b-4458-4a65-bce2-4a5d998652fe,2020-05-26,2030.74,e36ef910-25fb-4113-a91e-ab00b5d185a4
5d5486e4-47dc-4940-bfeb-30dbbc5308b8,2019-11-01,873.8,77e7459e-13a7-4a9c-95c0-4338adfdb71b
602e52dd-751e-4e7e-a0dd-4a8d54ff6707,2020-05-18,8491.73,82bf724d-c8a0-4ebf-9dbd-eb6c13c97493
119ae863-5aa7-4ecb-8674-460b4fa8fff4,2019-11-04,7814.51,bc5ba133-5f98-43cc-991b-086fd66e0394
c28d90fa-7c41-44ce-932f-00f0e3ed1bcc,2020-04-17,2882.3,b4b5b4b2-c0fc-411d-acc3-098388cbcba4
233202c4-c38f-4888-afe3-7c8b58f37956,2019-12-26,7800.14,4c64dffa-5e6a-4620-8e6e-246edb9deb4e
94c3992a-66ce-4808-8f13-cd6f222c0957,2019-12-19,8592.14,7da39812-42ed-4035-b8fe-2b82892b5733
48d6ca38-002c-414d-8dd4-1b4aad1d07a1,2019-11-08,7781.88,64cbd121-a981-4567-81a8-af5fcd63be41
0360fb62-d872-48fa-a58b-20b4173081b2,2020-06-28,3711.93,70b4c275-d0df-4636-881b-0572718e0d2d
d4870ba6-a87d-4041-8722-482fa251ebf7,2019-10-27,9326.28,df211093-1f99-4212-806c-5f9c4d64768e
81dac796-6f03-44be-84e6-8040745b9e66,2020-08-25,592.05,dd8b632d-8236-47b2-9adf-ae9921a04bee
4d294a12-e4c7-486d-bf30-80ef23a591f3,2020-02-04,5874.75,6a76030a-b17f-4196-be8b-b982166d44b3
051d28a3-4a12-4fc8-a533-d844ea4add1b,2020-06-03,7565.6,32a6f1b0-cba7-44a7-b699-13f305361962
9cdd59f5-3943-4e72-bc79-ad033980e826,2019-10-08,79.52,fc692361-e34c-45c0-a505-e16f33c4ffa9
da186cac-097f-4333-9bce-e9a51a751a45,2020-07-17,2081.86,fdb09af6-7468-4557-9a74-a99e6b121e6a
8e8a68bb-2fbb-455a-ab4d-c8c36731dc4e,2020-06-05,5467.96,89fe5b09-f325-400d-8f2d-6e42d6beab10
180fcb07-c450-4fe9-96ea-9e30dc76f642,2019-10-24,3422.01,edd22593-af3a-4b38-83b0-ab2acdc24908
29c785ef-57c1-4c15-8fb3-38b835aa35d2,2019-11-04,6333.36,cf4d8b06-80d5-4694-9ff4-81fd56895b12
81bf9715-d8eb-45cd-8d29-e8319dc81832,2020-05-10,458.07,4179ed2e-51ea-47e2-b224-f2c52dc09339
8e706fb9-f553-47ec-947d-58e40cd1faa2,2020-02-13,4158.98,a97a67c5-53dd-4915-823d-a9fea07b5b9e
1f16e72e-be28-4a23-809e-6c39fa71db48,2019-11-24,8229.69,f0110905-9b99-446c-86aa-596e3f610156
646e964a-9b63-42f0-9332-fcef4116339a,2019-10-09,3195.89,86c061cf-78bf-461f-81b6-b2cc000cb1c1
7af522f8-3217-4aaa-8460-be7affcbc25c,2020-08-23,8481.87,a1ae1a60-54e0-43a3-8355-ab9acd8a90ba
5bb70074-4a3e-49de-9253-f106ca6a80a3,2019-10-07,6184.5,969f0790-5813-4f62-bc1a-3a75a22011a7
7e5904ad-6510-44db-b467-95f56bd5dbaf,2020-06-12,2230.95,d056d4a1-1abc-4012-aea4-5c318505b676
33ba2b71-ed86-4e48-bf2f-fbddbf8859d7,2019-11-29,3432.79,045783a3-e565-4937-9c7a-c1888cb71887
05e5efa2-3788-4163-9ddb-e2fb31989006,2019-10-14,196.67,fac8f749-887c-48ec-bced-0902d470c90e
2c074df1-66cc-45b3-ba26-9d866b451d8d,2019-11-08,3105.42,5c3f5485-f0be-490a-8104-586e69998ca9
a5423e16-68fb-4e94-bf34-662ae14e43dc,2020-02-29,4809.85,51142569-2ddb-4b46-91d9-1d747b3a72f6
ffaba018-88f1-4cb3-a790-1140c578d753,2020-06-30,5180.64,b98d6add-ae87-41a6-821e-15611f079d9f
e01d0832-92b2-421a-9242-a2a7c57703ca,2020-07-23,3047.24,c3716a31-af89-4c2d-a571-4dc5eebcf421
95bb3c6b-9983-4ae8-b308-88374bf81f09,2019-12-02,873.52,a703a686-6827-4111-ad4b-1b69352049a9
aec3d1ed-afc3-42ea-80c9-60fbf7024e01,2019-11-06,7875.12,c8f7ad5d-1f02-4eb9-94df-89c833d44a80
54149563-5a2e-4e43-94bb-e208a01af781,2020-03-01,6823.69,cd6134d7-4eed-4210-b040-ad7178ea8a44
835b921d-0fe7-4b87-8f95-daf716229c36,2019-12-12,4249.57,928f6d7b-b453-4143-8425-93afefe44178
829fd7af-88b7-46f6-aa1c-845ee57bdc7b,2020-01-30,8626.81,d5303a95-ae0c-4d0d-9545-d5c1880b2880
f97211ed-04d6-497e-9348-92da3a5c524e,2019-10-20,9729.04,e5fb163e-4895-44c4-b2ed-c8380233891e
e9329e38-7b6e-4468-bdd4-56b79feffcdf,2020-07-20,599.56,124f1c2a-780a-4c93-ae62-f0e0e095b0c4
623acd17-5b14-492b-954c-8b307974a9f1,2020-03-27,4067.7,25661d5d-7c97-4418-91e9-96b412cf2fe4
681ed607-8ee2-4d6f-af21-eb1153911d65,2020-05-22,2708.2,7d5ecc01-e352-4d77-8192-c8ed57ae1062
3f250f3b-c0e8-4348-80df-6853cb08c05e,2019-10-12,938.95,5505e52a-98b9-49b1-9047-4bd1274ea5d7
51269991-00bf-47a6-8592-e1ebbcea13b7,2020-02-02,9663.46,22b218ee-1e85-413a-9ccb-3eb10bc7faf1
94864c71-0555-460f-8168-2cfa5c4bf896,2020-08-08,8614.29,bcc3e082-c282-499e-8d7e-df27a7011e57
c2d7264f-2870-4d7f-9e11-15ca8ce0b88e,2019-11-29,9675.3,c4df6d8b-e943-4529-9487-d82792333f92
f209762d-c331-477c-954c-d7cd6890ae38,2020-08-01,7699.99,4b2d9041-1c9a-422b-bb7a-11810c0145e8
8b7d074d-7bbe-4180-b86a-9ef3a541cf46,2019-10-09,375.35,dc7a8cf4-368a-4b0d-bab0-695c1c5a32c3
2ff746ac-7b34-4260-b6fa-718aa7533a02,2020-07-19,4294.33,79ddfdcf-3a6a-4a8f-ac60-157b8f108a24
36ae1767-8c0b-4894-811b-9011e1b5de1e,2020-04-10,6174.63,1c28060c-f89a-4ce2-a964-a835304cb172
467df878-ee34-4500-8229-e98e9315d0f4,2020-07-21,5608.22,68635f15-ac22-416b-b468-a8ea688ded99
eb9cfc90-68b0-413b-b9f2-c55517f43f1b,2020-03-11,6985.4,f310a7b6-bbac-4ebb-9080-88e1214b1b94
b56d0177-36fb-438b-a07d-d75e7475b13b,2019-10-25,2041.52,cf640869-30f1-4cf9-81ab-5beb3fe0b383
0ec76b69-2c28-4dbf-9235-04e56766df6d,2020-07-13,3929.46,6d96332b-a520-41f8-827c-919197eea914
7c022667-db8c-4f7c-bfea-d32dc891e869,2020-05-25,2037.52,a135b357-f623-4ed5-ac4a-08f1eb9696db
84e27b2c-215e-4b73-8d78-efc08099bd1e,2020-08-29,443.03,6b341cf0-3a58-4059-a650-8902a14baef5
a13bfeaf-42db-4543-bd7d-121b4bf31ebb,2019-11-28,4705.29,9cd3bc70-ce10-4831-987a-24e265c2d2c7
2e0b6dc8-c61c-4c27-b206-0b00dd0158db,2020-04-03,7702.31,477cbec7-cf0a-4bf8-a0d2-22ac85bd6e65
64c6b48c-95d1-4c6f-bfb0-cc76ed3883ab,2019-12-25,3100.69,52661c36-3f61-440f-9c17-e30b1ff4b3ea
73a249c4-db76-4479-8807-874087d75254,2020-01-18,4490.2,31f2a323-3c81-4ead-a6ee-22870542b527
a63f5ca7-b0f1-40b4-aad0-4b5b90beb397,2020-08-05,853.72,019db5df-ccae-45e9-be7b-7a285df0018a
4b609c4c-87d2-454f-b4bd-a631eb6def05,2019-11-24,5399.99,63507e5e-8e55-42a9-a92e-d525c099581b
92dd441a-39ea-4df7-bcb0-78c100abf915,2020-02-14,1720.94,d5651e1b-9ba9-4838-ae42-60b47eeb22e4
162c2d68-8170-4154-a403-50b61320aadc,2020-09-08,8088.25,f21ee2bf-a02b-45c2-9556-eebd1c4fed4f
60d2a00d-0584-4df9-8e55-84ae9580ee20,2020-09-06,9876.14,11599739-b109-48e2-bff6-6aac9aa9fe75
e575f050-4d3d-45ec-b75e-54e7d3fe9767,2020-01-09,8528.94,ac8cc285-8f5e-4292-9e61-6049fc4482dd
aae31d94-8197-4765-859c-eca5ca833367,2020-01-22,9687.12,a3119d85-7c15-4d99-af3c-ba3b1543bbbc
c6d422c1-44a1-45ca-bfbe-5950d6248d88,2020-02-04,1849.09,1ad9f0fc-90a3-4a2c-94c2-b73c218bea9f
67e2bbf2-724e-4833-9c75-6156667132ef,2019-11-10,5652.12,afd8d775-b0ef-43cb-9d3a-0158b2aa10b6
a52a82dc-5460-40d7-ba9d-6d388de64a72,2020-02-14,3253.87,53c28c82-972f-422c-a3f3-eed8ba6a2741
09626866-bc5f-423c-a409-bd2c39f36d8c,2020-05-11,7330.48,9f4b7bc1-fd7f-4191-b435-19a48bd0cb44
54d420c7-f8be-4f40-9615-0d1a780aa475,2020-03-31,6077.62,6cd4c36d-a24a-4c88-bfd2-b45b4417ee4b
2eabf35d-0f22-4b3c-9742-b720fc7cc95e,2020-03-10,6798.36,c301667a-3ce6-48dd-837e-1a74563f949e
b7c8948e-8fb4-4620-8992-c7c1c5c982b8,2020-09-19,2861.78,3ffbf9e0-bc83-44de-8fc8-ab548ae30354
f6aca2ab-cd50-4aa7-9369-25474dda3c5b,2020-03-19,2544.52,81b18cdb-c517-488a-953d-6f0eda8e2727
4c17c1b5-04ab-4e20-9e81-17aa8c1b8262,2020-07-26,8017.39,2951457a-7068-4b0a-b9fc-4c8b44a87988
bcf1cd60-958f-4657-80e2-5520a9fc10a7,2020-04-26,7820.4,90644f83-c3d4-4496-9955-d371c7b058ac
9f13c554-a166-48d3-8b3b-5f67532c5413,2020-08-29,979.25,30e0ea63-57d9-4cef-a780-86b16fca0c35
2b16eb5b-6ab8-4fc8-bc80-78405c14c787,2020-05-23,2938.51,7a6b88f9-2ede-4f16-99a2-cbcc5f0899ec
e52531ad-16d8-4f05-bb8c-027173f6470e,2020-07-27,440.96,02aa36a2-fd87-4f80-83f1-6cca3ab7debd
41f00453-b659-4169-919f-6d773ceecfe0,2020-08-30,5816.91,e6ef1304-dab8-488f-a7a4-b7a72fac01d2
c87882e5-1383-4b32-9816-ff51e911639e,2020-04-13,5459.85,ec9e5fe3-854d-4c92-af7a-70d2c855dd52
1b62ecd2-8fb2-4fa5-bec2-6eccaf337a71,2020-03-25,1686.34,b667d88e-7d23-4c06-9b9b-2fd26294da51
f02540ea-6602-49d0-9abc-814265cf425c,2020-04-15,1706.17,06377867-985d-45bf-9783-3f6aa9466f7f
5706e968-b274-4073-8450-57c6c682630b,2020-05-08,8642.8,19376cc8-8ae7-4e60-ad66-42afdba23954
e3f38808-2e8c-44a9-8004-dab7b646a01e,2020-01-06,5755.08,b643c0c8-7ab0-4432-8946-da42d9624ebd
90eff87d-5454-4579-958c-65195845cce1,2019-12-07,9784.27,9ef257aa-51b6-436e-92b4-a520b40d1b45
3d33af22-7c60-4536-8ad2-70e63d09ab7b,2020-05-05,5932.79,9dac2f7f-fdc1-4ec2-bd11-335740b24d2d
b4aecb03-57ae-475d-a0da-7227a366fbcd,2020-05-24,9897.55,64d0166f-4d33-4520-b1fd-364a97b72108
694d3d9d-4f1f-4614-a5a9-0b89808c05d6,2020-02-14,5484.17,b96e29b8-c299-4352-bb7e-d1b43f8ed94f
7d1758a4-865d-45b7-9ebf-f55eaf2b4c30,2020-09-02,4784.6,cfe12993-6342-4c70-817e-94b86671b6e5
2c7429aa-0de0-40b1-997a-9bdde55cd6b7,2020-02-02,810.61,a9c8b281-a66f-451c-9b54-24533a1d0a2e
3b31f263-4865-426e-83f9-2875d41bb562,2020-04-30,666.79,1c94baaa-e16e-4fce-89b6-272c0c221c08
852226ee-3c52-4919-90e1-24cf6ec823f2,2020-07-03,1107.9,283ac373-63f2-4ab5-8181-fec0d55de441
011575c3-93dd-4a86-92a5-ef852e38cf45,2020-06-21,2269.22,c05242b8-4f7f-427f-8b99-39d8c4ff661f
f7e63f83-1e47-4ab3-9c33-b0e5c2fe6206,2020-05-28,7603.69,1789cb4c-3775-4234-856a-3eb6f1d29a2f
9f01a4b9-78f4-420c-8b9b-3b8aa860c5e2,2020-02-16,2250.35,3c2809ad-63ee-4be6-a4df-bed53a59f928
