inventory_id,item_id,quantity,type
ab7b42a7-e190-4279-8ddb-a8155de4101e,dce46130-21a6-4f3a-a160-ad9351e4f776,92064,Port - 74 Brights
8bbcdc0d-93b2-4c41-8193-0db8698a177c,7b423352-f5a4-46d2-8c7f-02e84f3a230e,22729,Mudslide
7b2fe078-188b-4583-83d0-3fd5a1990a6b,8a0783ab-fafe-440f-b2b0-5b94fbd598c3,26525,Mackerel Whole Fresh
32271d4e-dd18-459f-8e22-88554c7e9701,ed48929a-a760-48ea-ac40-666bd71d7277,69720,Bread Base - Toscano
3250e8ed-f4a7-4727-bfe3-108a31872add,819937a3-fa84-42f7-926a-4e019d832a21,84481,Nori Sea Weed - Gold Label
888c5a43-1e23-4aa9-8562-f08abae33154,a5d461bb-3f25-4cf6-85fe-d481e94fcfff,38900,Flour - So Mix Cake White
10b32029-25be-4422-9c91-8222f7597dff,39f6ddac-128c-4867-a368-9690e5ae4700,68647,Oven Mitts - 15 Inch
f4f73a28-d34e-4541-8c77-296b76532d87,424c1ada-4fef-47d5-9312-74203a961e3a,21039,Tart - Lemon
25f781e5-9d7d-4fd9-a7cc-95cb3bd3430c,88fcdb93-400d-4b4a-89ed-03dbfa18e523,57889,Croissants Thaw And Serve
f495613b-0650-4b66-89e6-6239cefa3210,e1f75add-51de-4ee4-8638-42bfc59e1dfb,15022,Rhubarb
0ca74e63-044c-4752-870e-8454bb0c79b3,f2ca8df5-c222-450e-8d56-12b46c6f89e2,39135,Bread - Multigrain Oval
edd861b8-e0fa-4864-a36e-f78a8a17e4c3,a4b114fb-f788-4fdc-97aa-a6b92ddbafe6,13683,Bandage - Finger Cots
4a4f6e5f-5c92-41ea-96b3-d72c6b8c6cf1,c0580156-9870-424a-bfe6-61ca5e58f983,31945,"Sauce - Soya, Dark"
725259e5-4a7b-45b2-99fc-a777546d39da,accadbb9-ba40-47cb-a23e-cdcf4beec61e,1334,Wine - Beringer Founders Estate
556417aa-e261-4b91-b38a-a678042e8a83,8531f25f-e1dc-4771-98c7-50f54b0930e5,2210,Honey - Comb
4bc81aea-19df-48dc-a253-59998b0fdef9,3f5fe2c6-9e7d-4a2e-a9b8-543fce7a148b,31974,Quinoa
1929cf30-6468-49ee-8041-22315c7b7105,7832ed03-64e1-4c68-aa5d-3411a5491a53,5214,"Chocolate - Pistoles, Lactee, Milk"
02bb7cc0-a320-4081-b3d4-79a18fc24110,ac26371a-17d2-484c-920e-95250986a040,31216,"Chicken - Breast, 5 - 7 Oz"
69733baf-8600-488d-8631-36162c83e63a,e5b4ddd2-790e-469e-89ab-4e648bb1de10,7042,Wine - Black Tower Qr
d93396ea-16c0-4ace-b352-bb9d2cb7f9a1,08e6a582-63a3-48a4-a3b4-498bfd10b448,47371,Lumpfish Black
6d4ff4cf-3ced-42ce-80ad-599059ffb39b,c76d9bae-0aff-4c25-a47e-525ca2e1b94b,52443,"Tarragon - Primerba, Paste"
eb7bd947-a032-4677-a2fa-a82b5ec44dd7,4c7ebbfc-253d-4730-ab39-719495a6df26,39666,Pickerel - Fillets
6b58b761-af47-479d-b1fd-c12aec578f8e,db86d5ad-4589-458e-8b06-4a9c490cd49c,80076,"Lamb - Loin, Trimmed, Boneless"
bd2a3a6e-de3e-43b8-b1a9-39276b61b418,f1eeeaee-fe39-43a9-9fdc-67fa082940e2,60942,Honey - Lavender
09971693-6b70-434e-a114-402936279c9f,94fc0e22-8688-4af9-8971-f43bc0248c8d,45765,"Syrup - Monin, Swiss Choclate"
780a020c-bfa8-42b1-b2b3-1f729419fa52,9a2d2c4b-13b6-4904-ace1-958de69c429a,50348,Cheese - Mix
dfe85d70-473d-4f05-8b7f-88e3101629c1,578acc1e-2474-4c73-a2a6-8f7265d01cfb,56888,Flounder - Fresh
4ec1c58f-5b22-482b-b545-88cf8c085693,29ca041b-67c7-4917-981a-707dd3e41631,31189,"Beans - Fava, Canned"
12e7a0fa-5e69-4d28-ba88-fc233085fab8,c2180575-fba9-402e-ab18-00bea1a10474,63264,Sobe - Cranberry Grapefruit
af2de845-c4b2-4079-9d31-0e1444eca26e,5178e814-11c2-4343-ad77-598b38f362c7,79218,Horseradish - Prepared
1e9891b9-c974-4f44-82c1-0b5dfe9fa709,fa6059d2-3027-49e0-a19f-21df69041b92,28021,"Bread - Rolls, Corn"
6d77b7cc-a9e2-4eeb-a7fa-9e0ed83a49de,d1ffbf0a-b5d8-46d5-85ba-bda412b41d16,67563,Sauce - Hp
749a3ee6-e766-4c00-83f8-95ec8ef9ea27,32f10fa2-66a8-472d-ab54-4c8e6c64245c,50065,Sprouts - Bean
4ac4c6c1-ebee-4643-aff6-01822f245563,418c0cf4-c65f-4084-8275-a7a87bba41f6,35368,Peach - Fresh
b8e68ffd-755d-47fd-93ce-db42d4aa4605,43831221-5727-4de3-8b2f-98f0454118a5,17358,"Soup - Campbells, Chix Gumbo"
fc27e3cb-7ab8-401a-bacc-e29640344f72,b1fac206-187b-40a7-9624-9e8ee1f494e2,3684,Wine - Pinot Noir Stoneleigh
3ad73d18-8f3a-4278-8017-5e8c8987f640,fd267590-14db-434c-a2ab-e3633666001b,9698,Cheese - Valancey
579048ca-18da-4a46-ade8-71a58e34b0cd,ebc180c8-2f44-46e9-bc41-23df3ac2cdbd,38308,Wine - Sauvignon Blanc Oyster
3015c8f0-b64c-4339-8ebf-26dc31546ba1,bd19c4f9-a280-470a-b497-d9033efb5f3f,47113,Wine - Casablanca Valley
77910ef1-0f3c-431a-85bf-520e6c329416,fd6929d5-5f8c-4f62-aa76-5320d869bbd1,27420,Wine - Valpolicella Masi
d3ad584c-b4e2-4309-be41-4c18a10594c3,8276a4f3-5c1c-4275-962f-c4f5642804d7,64907,Yeast Dry - Fleischman
bf38609c-b523-4b8f-b96e-b7ab43fa3144,a04cda80-5bde-43ab-b9ae-6fa8417441d5,47895,Chicken - Soup Base
e0457216-0ca7-48bb-b5a7-62cb88c2d6f4,22933954-77f3-4d52-9e9d-f2d6abb42536,51526,Appetizer - Southwestern
3d20a384-f41b-498e-bbb8-82ea09185b54,d20b715e-c0ed-41bb-a5b2-56fcaaf577a6,12586,"Bread - Roll, Whole Wheat"
827ab34d-905d-4c14-b8a5-a7481005bf6d,9ba4d7c2-c782-4ae5-b34f-e15736d9d5dd,83144,Bag - Regular Kraft 20 Lb
ed3946bf-4969-493b-8879-a827380646cf,088c1c9f-0d13-42f2-b82a-09eb0c38390f,27801,Basil - Pesto Sauce
a0414dd9-3cdd-4cfc-bf51-fccd8cec53ae,2b45cb78-53a3-4632-a9a9-15c5b1962426,82869,Celery
0e3a35d2-9a12-4ebb-a3bb-f2d5e6aca6e0,dfbfcdfe-7735-48eb-b5a9-a8ba3a87eba2,35808,Sponge Cake Mix - Chocolate
91fbbb27-6c1c-4cec-818b-86be3c293805,9b065e8d-a33e-4f8a-b48d-8e7fdcc7e931,91899,Kiwi Gold Zespri
8ae731b2-958a-45cf-b698-9bc1b78c73a5,271b3657-4fe3-4466-bb79-42f40deed4db,74500,Raisin - Dark
4c75dc9c-4570-42ec-9306-d942d5d0dde1,be48c4f3-dd2e-4b19-abcc-38a4455f37bc,90074,"Potatoes - Purple, Organic"
41282fe2-533c-4774-9f68-f49b894fe478,5e2c5f6d-843b-415e-bf81-4f647d0ffed3,79378,Cookies - Englishbay Wht
49436ac0-fa8f-4fec-acd8-5ae1699aa110,5f25fb80-0fa8-4e66-a79d-592993f8057b,61982,Daves Island Stinger
d61c15eb-98eb-4921-a874-57a0e14793ec,c188291d-118a-4f2a-bced-9bce01c8cd61,65513,Sobe - Liz Blizz
d9180639-5cbb-45e7-a8c9-598508c20326,58620db8-9293-4d3a-9f92-73a7e3ad2af7,25284,Muffin Mix - Corn Harvest
b289765b-805f-48d3-90ea-c2ed23f4e2ef,0bea25e9-c493-48e6-acbc-b420225d339c,69645,Oil - Macadamia
66dc5bdb-2d38-4ea3-9d4e-efc76c4ce505,4613617e-df63-4ef5-86c5-b2acd9eb3e31,59238,Tobasco Sauce
419765d5-aaf3-4160-96e3-7f820b5b026f,043e9e7b-4750-46be-adeb-0db2afafc22e,35262,"Soup - Knorr, French Onion"
37b5cca1-1092-4b14-9876-86f1e8870020,05f479a5-d248-4a84-8722-9d835745608d,16090,Compound - Strawberry
f2c2fe52-7744-4279-b032-5d6de1703d9b,0d8c15dc-4f30-4892-8f68-51112cf73556,34184,Cheese - Mascarpone
d363e884-52d0-400d-ad39-9fbf69a4efdf,3fa3b01a-2c70-4229-a021-209dc3711ea9,18333,Compound - Passion Fruit
4cf170ed-6c46-4714-95f7-f2e193dc2a8e,3b429982-254f-4e71-ada1-6f7b5b78206f,970,Kahlua
249ec741-205d-4001-8cd8-1fab5bf4f860,555bee94-7716-4ad7-97bd-c933580dee99,43452,Wine - Cava Aria Estate Brut
c8ad17d2-0810-4cce-97ca-395d52c7a509,6cc604df-75ad-4f4e-90bb-17615a5568cf,62609,Grapefruit - Pink
845a48b5-723f-45e2-88f9-a05c01f6b35f,bd70c904-ef86-4413-9cf0-80687efd8c91,91909,Wine La Vielle Ferme Cote Du
604214b2-d0ff-4f60-b19d-671985e2ad26,048e4ebf-f60b-437d-a289-c3ad1d1fca01,20735,Lamb - Ground
8ffa7613-f28e-4e39-99e0-3cc4e85a7200,bc35d059-bc6a-426b-8ae8-f42f6fee4131,18725,Nescafe - Frothy French Vanilla
a1cc9e87-27f9-4721-9d26-821df1b9c4a7,e629dd9d-0de4-41a6-8393-e1fb969634a0,71288,Soup - Campbells Mushroom
0b8cdbb2-17fa-4387-ad45-25637451a90a,4d24f897-e92a-45df-897a-0e603bd14f50,3846,"Pasta - Lasagna, Dry"
d1afd95f-99a7-4980-8f0f-8baa137e99e1,25932291-5ccb-4301-a8ae-98327ee77130,72181,Wine - Jackson Triggs Okonagan
de98af6c-c67d-4602-9583-90eae31b9bb2,9276f6dc-51ba-433c-b4aa-ab47b9afb8a3,16928,"Ham - Smoked, Bone - In"
fe82e5e2-8fd1-4bed-b2ea-65a505f2a428,8f6a009f-3ea7-4d37-a7eb-0edccfb03599,16524,Wine - Duboeuf Beaujolais
793f3344-fedb-4ee3-a0e4-be13ffd02513,c77550ee-14da-4c31-88cb-ec70e4f66257,47393,Sobe - Green Tea
e3bc0a30-f473-46da-a95c-b3091c9a95fd,f9c2ed09-96e3-4a61-919f-9db0693b2894,92723,Cheese - Parmigiano Reggiano
ef210273-f468-49b7-bb45-acb1b49b68dc,699907bb-1282-4e5f-8fc9-ccd900e1ed6b,17451,Chocolate - Milk
83738de7-98a3-4c70-976b-ee84dde683c2,5267e700-0070-4d54-988e-3835583e5af7,64452,Blue Curacao - Marie Brizard
6dedad9c-cfed-47d6-b05c-6c99be566ed5,0a9d7b61-8fc4-4a30-97a1-d6c3b4ce4046,78328,Sausage - Blood Pudding
1d8eb086-b316-405a-92e7-9e800c336f31,87056bc1-0dde-44d1-9a88-4b6c32dcfa7b,16818,"Cheese - Mozzarella, Buffalo"
e71dedfa-5459-48e9-84ec-b699acd10803,84788ce7-9715-4bd5-914b-972ffa7d7e85,57162,Soupcontfoam16oz 116con
09417b5b-f14b-46bb-9bfa-9d8c551ec2b5,e694efdb-8d47-4c5c-be5b-e4781fe8480d,3814,Chicken - Leg / Back Attach
b5653e43-d2c6-4906-9890-8bc07ba523f2,d2440724-1e23-4f0e-8392-a7b808a76507,89181,"Loaf Pan - 2 Lb, Foil"
361bdc14-c7d8-405f-9a5b-61403db47699,ba3be87b-02b6-4c4c-90e7-d99243216d98,91867,Lamb - Bones
e3f34c4f-4107-4d1d-974b-ecab465ca29d,03934a7c-3bfd-4585-b98b-c91414652184,66713,Pork - Inside
b1830ea4-d52e-4612-bbeb-bbae93881a4e,aee312c1-66d0-424d-b7cd-4a279d577e04,6113,Lettuce - Arugula
705262fb-3e39-4326-ab0e-6cf44b7d97ad,0d465129-aa4a-4300-9d1b-8f2b4983a78e,53560,"Beef - Ox Tongue, Pickled"
eb7634ab-1cb3-41d9-b959-bcdcd8ebd185,7fd63d9a-1601-4dc6-b6f2-f215dbf53a90,7698,Appetizer - Escargot Puff
95de11b3-d965-4cf2-a684-1996b91a9c47,b6e3e9ff-15fe-49a7-9104-07c9ffedf4f6,38121,Sour Puss - Tangerine
435c8a87-2b6d-46e8-aa27-f5bcd6d37cad,641eae71-ecb9-4934-b1b8-3042cd9d9baf,34509,Sauce Bbq Smokey
328e9065-9199-46cd-876a-d0ddf39c16e4,8aaa0e29-5eb3-43ae-b43c-03c86e161828,96283,Lamb Leg - Bone - In Nz
2edfa7aa-f862-4794-848f-626246d9ddee,1dc185c4-71b5-4f2d-adaf-e7b05f27df7c,98547,Beef Tenderloin Aaa
dfc07dd0-7b84-4030-9ec9-e35bd05510a2,7acd02f4-181d-40cd-b1f5-81aadbbc30f4,10687,Mix - Cappucino Cocktail
304684d7-04f9-483a-a491-ffe16b5b2ae3,70bd2031-f54a-4008-9c19-092331620a69,9137,Pork - Ground
223e92fa-7e26-46d7-82f5-f47c64a09f5e,208115d1-966c-48ff-8217-d1855efa950f,10544,Pepperoni Slices
0391e691-7c94-4ec2-bf1b-391320287ad2,b0f351a3-7fef-4cc8-999c-831c0ae81fb0,16187,Containter - 3oz Microwave Rect.
33762545-9f7e-4982-9787-52589cd92c6f,9a39cecf-dab2-4c65-80cd-c7eb374dcd87,91373,Scampi Tail
6985df59-9f71-4359-a49d-896fb38b2b1d,9fe5c69b-1dc2-497b-add3-9beeed6abd3f,73817,Island Oasis - Pina Colada
50982338-2668-4078-a0f8-c1b21e40ec0e,5d01c6e6-8179-4311-a8e9-8567c553f499,28209,Foam Espresso Cup Plain White
18cc3926-7786-4f3d-8fd0-a2ec2f30c783,ad3ab388-fc5f-41a6-82e6-0cc88e805183,18935,Whmis Spray Bottle Graduated
ae44583d-b8fa-4353-9734-1c220a374367,35813b13-a247-45f7-bf87-1cbf53484ddd,14083,Cookies Cereal Nut
de3fd52e-29d4-499a-a584-77ab2a0f1755,ee1703a7-c60c-4769-9f48-8fe29e4f41a7,59301,Eggplant Oriental
5192e9f2-5918-4c7b-9e77-5d5b7c29c28b,b7287826-d57f-42cb-b1b7-84ac736bbc8e,61490,Bread - French Baquette
bc810f53-9b54-4ab4-af20-efea10238b48,3a8d87b3-96e6-40ea-b747-9b6658a8b06c,18939,Muffin - Carrot Individual Wrap
24e3c9b3-9168-4b8a-ab50-119832d55d3a,eb869911-2912-46fd-8d29-8f985bb998b6,21459,Cherries - Frozen
2789335f-3e5d-4b2f-bd4c-44be4c96efa5,d8e28bc1-3dc3-40dd-9127-c510bb91daca,17427,Pork - Kidney
500c02d6-8fae-4ea3-92a3-0fc24279b35d,a9535d70-a2d6-4d96-b375-b49a7a35f739,4428,Versatainer Nc - 9388
dc077b26-4619-49c2-8903-e2c36c7d25d9,3c7c129f-c3fb-4493-923c-cbeede2d1867,52101,Cup - 8oz Coffee Perforated
e0d3f584-b0c8-41ac-a8cc-7c41a7bc54f0,de61dce4-152d-4702-9a46-87257b17a01c,28034,Sambuca Cream
f079b257-f793-40e1-ab6a-e768ad2505d2,ec91bb1d-b3cb-43d6-b936-168eb9bb2e53,35860,Beef - Short Ribs
59613be6-56b6-4021-9239-2606113c31f0,56760bee-95de-49ae-948e-064c1646ccd3,90708,Bar Nature Valley
1a520d30-abc3-49b7-8553-aa4430e0782e,f309b0fc-a8ab-4249-a77b-ed60b4bc5079,51294,"Water - Spring Water, 355 Ml"
f885fefc-f429-4459-983b-c8b9b1cc545f,629b73bf-2e0a-4ca4-936a-d4be97385448,65848,Bread - Sour Sticks With Onion
b22e1cd6-82c1-4d43-8d8d-acd5c95850cd,2a030174-76e4-482f-8b9b-c04831b8977e,45448,Soup - Campbells Asian Noodle
24074a46-5554-4264-8eb7-b6974db3ec7e,54e7a3fe-919f-4eb3-bb6e-6eb38954e42e,28544,"Lentils - Green, Dry"
312378b6-7bdb-4724-81e0-61c9f76f8cb3,58560e9f-b1a1-4d3f-a011-e25fb876ba8e,59060,Chick Peas - Canned
43d4d875-8f2e-47d4-95b5-a6d81763484c,c8b1d951-dd08-48c0-bf50-d405e35f2fa6,10473,Maintenance Removal Charge
ac672e8a-13d2-471c-b09f-22b7828b82ec,c18b3738-34fc-42e4-86e9-5f1ac92f1784,75973,Melon - Watermelon Yellow
433388b9-9667-4c40-a63f-95b6c695facc,bb016516-4750-460b-b09c-0a2b499b65b6,11204,Apricots Fresh
769bd4a6-7b10-41ed-a073-64fd50ca23d6,4ce526f5-abc0-4a5d-a094-d29460033cdd,21839,Table Cloth 90x90 White
2f6599ae-29be-4c4f-990a-738a6e0bfa49,aca0f7cf-8c31-4c50-b52b-2bda0bac4ab7,68850,Honey - Liquid
cd6bf9fa-6f04-4dda-bae2-22b6ec0f8188,90d973ef-39fb-4e32-aa5e-cb2a2e1a90b0,29973,"Zucchini - Mini, Green"
7a98dc54-b609-4386-8f8c-7977e0cf1236,b01dfc4c-a27e-4fa8-b697-ebd39831b828,54702,Cheese - Colby
f4995bfa-84e9-46fb-acfb-1e3b2285a145,cdf92887-e5a7-4553-af3b-ef3a54dca903,34,Red Pepper Paste
6f7449e1-4737-48f4-a70e-91b273db7862,7b8c0cff-f8a0-4878-996c-81aa0e0524d2,86989,Pork - Shoulder
1402b490-2f9b-40d3-b1d7-545ff89aed48,513b8c7c-f25e-48d5-824e-eed4ef88fabe,94038,"Water, Tap"
b29c328a-7fab-434d-b5d6-8a93cdd4053c,292524b1-483b-4677-ad9a-193271b49341,36738,Plastic Wrap
aca9b59c-bd95-4c4b-b9a5-44a7b6920587,da9e0c1a-155f-45d2-8bb4-4c0f03e741b9,37562,Chips Potato All Dressed - 43g
5d0601db-1281-4bcd-a364-a77d5554f0bb,f9b872e6-eb88-4cde-b0b7-839fa6327ace,85572,Bread - Ciabatta Buns
d6683f84-2c4d-457c-898f-474002376325,bb9457f4-72f8-415c-8dfe-a345153f2236,27398,Glucose
2c0a9417-8d15-4153-be50-a1d8ee6c0493,3f98e58a-bd81-4283-b061-efd17ae8a80a,10467,"Artichokes - Knobless, White"
41468d0c-8edd-43b6-91e5-6b24c8bc8413,701b75d2-a5d5-4b3f-9023-cadc6fc8c7ef,34581,Fish - Bones
5d85cf43-61d6-4235-86a6-c0a4ddfc5f96,e9003fd1-c347-4159-9ee9-5bb9545575c6,14251,Vinegar - Champagne
b300d0fc-ed8e-4c54-b49f-28c489ad960b,ca195821-d303-42d9-9be8-5b1d2c72ef3f,27837,Ham - Cooked Italian
404cb101-f75f-44c1-824b-9ff1ffe416c8,3a8f08c0-62d2-44f2-a964-81a81b72d79b,56182,Cookies - Englishbay Chochip
bb6ac69f-b657-4a5e-803a-248b0966c41b,473ffc72-accc-404e-9e22-04d721401a22,27441,Cake - Miini Cheesecake Cherry
a58d800b-ac11-4085-93ab-42bcbcbb6481,555adbc4-9ad3-4b00-be42-7439b368b2ef,71788,Soup - Verve - Chipotle Chicken
29d6a6e3-c8c7-4cad-8e0c-083b2bb75b4b,5ae99148-5794-4894-ad5e-d7e432cc3c82,88345,"Shrimp, Dried, Small / Lb"
da332243-66fe-4fd3-a6b3-5405ed9e1f4b,1f4c7507-2eba-4bb4-a40e-f16e4f7cf711,94938,Tea - Vanilla Chai
33cb8e17-93e4-4f43-a63e-790da1d62018,17f371b5-5538-496b-9792-fdfd7bb2c801,1754,Cucumber - Pickling Ontario
c46444e8-3cee-442e-a1a0-157bf4e10956,4afe8437-6e97-4bcb-b5e2-cb2952dafc52,56095,Dragon Fruit
2603444b-1751-40f3-9b06-78f85ce71d90,fdc8c324-afa8-4a13-832b-d205465f5df7,80941,Sauce - Hp
780dc6f0-79fe-4125-b806-dd3596b9b324,ac3dc81a-f46f-4120-9c7c-4fe6e2fba100,15396,Juice - Orange
31a25f43-e88b-4c1b-b71b-11f444afef74,056ced73-9080-40b6-88c2-e3427f71f34d,2823,Eggplant - Baby
ecdd2f01-bd79-428c-8713-0f13458e97d3,daeecf9d-2cc2-493b-8499-d540ac062d01,23023,Soup - Tomato Mush. Florentine
38dbcaa4-ea2d-4b4e-bddf-4229b8533739,f9b1efa6-db4c-479b-aed8-6213faf087ea,80119,"Beans - Black Bean, Dry"
5d0cf5f8-82a3-4f3e-a97e-f5d958226435,19fcb323-c81d-476b-a53f-8054a8a4f4fb,70934,Cloves - Ground
947bcfdb-9a43-41c1-a4dd-234c4c685a68,ddcccd6b-56a3-44c2-abf7-8b0d30ae2bb1,39595,Beer - Original Organic Lager
47540e08-1898-4615-98dd-82872f679f38,7c043b79-62e6-4c2b-952d-b2e5b9a6bd25,86769,Potatoes - Mini Red
809889a2-c54d-4183-b448-31496e630d50,30fc7566-131f-4008-8890-f4ff51f9983c,41192,"Beef - Ox Tongue, Pickled"
7d2a7762-dac3-45c0-a2a4-1a9b312d07be,f0e386f0-b750-45fc-b3ae-e9a9933a3408,30614,Sauce - Sesame Thai Dressing
f8dafcb0-bef4-459d-9c49-223db523c0b5,623f3e2f-2cc7-438d-9f4e-6c5dba5f438e,90584,Dawn Professionl Pot And Pan
7d9da2b2-9640-48cb-bb9e-ce4dc5df7c35,a81c2154-1aa3-4008-b84a-842d1dd8d6a6,63515,"Wine - Red, Harrow Estates, Cab"
cbee8cea-a07c-4c22-babd-a65e2fc7d927,be77169a-e995-45fe-b7ad-f4e6828f6955,64167,Avocado
0202d86d-31d1-4a8e-b91c-378a373e8306,6ea6f417-8b4b-4c50-ad83-67d298d7cf06,73854,Napkin Colour
a7d16efc-1e24-45ae-9de3-20bc413615d3,4c79334e-b847-4e27-9701-964ddf335f93,12066,Okra
416bbf3c-f731-4cca-a5f4-2c15e0d4111c,65a9e1bb-6116-4f7c-b186-522bae32101b,48773,Neckerchief Blck
b17d7332-9d94-48c6-9005-292d1452c613,2b784f9d-de65-4840-8d86-5f7501eee9a3,49513,"Lamb - Shoulder, Boneless"
19916ef3-fdbe-4795-9a57-7a428a004e81,b4e5ae4f-d031-474f-a6ea-edd0314b754e,7433,Lettuce - Treviso
2f8e83a6-74a9-43be-b0a4-61b8cf9ee6da,ca8ec893-36c2-454f-83ba-1fea81fb71dd,40709,Cheese - Mozzarella
ae85f3b2-d65d-41e7-b825-0ee9703b6f79,7ea52515-f885-4e9c-838d-41cd6e17787c,97380,Wine - Savigny - Les - Beaune
b18cb88f-d574-4ff7-98da-023224d52458,fa4ac641-b477-488e-9be4-bb1be85cd409,45564,Sugar - Individual Portions
96bede30-409b-430c-bff0-7283ac0d803e,614af6f6-3740-4374-b0b0-c6c9c0febbe6,51026,Glass Clear 7 Oz Xl
162fa9b1-7669-4711-87f0-f3b03d4eafdc,ea77970c-4ce6-4172-abe2-22c6eec21b8e,52652,Lemon Tarts
c0b96e45-9d3b-458f-b196-f77772327bd1,41238331-7b29-46c1-9826-954f813f8236,85541,Wine - Winzer Krems Gruner
88454286-f9ce-4c6d-bbd6-50c388482120,79d35b01-35c5-420c-ba0d-784279e7b176,25995,"Wine - Red, Wolf Blass, Yellow"
830c665f-337d-46b6-9e25-df8761bf86fd,b5845090-22aa-4c3a-b49a-2faaba6a59c2,93547,Cake - Dulce De Leche
1c16248d-1ead-4a58-b982-a01a1008ca4a,59e26f5d-c50c-4c5c-b78c-de9afa19981e,22103,Island Oasis - Pina Colada
87fa572a-da52-44ed-a132-b8b2648dc94e,8d2183da-f363-4c9c-8c40-a9e72921371f,60819,Cheese - Asiago
2e885d95-fe82-44da-bb9b-789c9dfbc175,b5e680d6-dc8d-4f8d-b1e8-ee4f8459e867,53462,Sea Urchin
030769f3-98ee-4c87-bc89-017646e4aa9f,5fc4bb50-f7b1-4521-a6d6-7ed0c1fd5876,16267,"Mushrooms - Black, Dried"
e2b1fa09-0521-4962-a804-8eb920497189,c109cd5d-9650-40a8-9ecf-6f1a50fd7497,7629,Sauce - Oyster
9979447a-7c05-4029-ab0e-9620b6a5025a,975ec2b2-a6a4-4bd8-b2a4-1c2246190bf3,26831,Beef - Kobe Striploin
583d1e05-c92d-45d6-98dd-7024bb837acd,04dda05c-960b-4672-a143-d54b7fc243f8,76880,Grapefruit - White
b7899a91-fccd-418c-a8b2-3804f33aff64,e84339c1-0007-44e9-a146-0617c4a065d2,85432,"Turnip - White, Organic"
a0fe2e4d-f7fb-4062-91c8-f7c2d75c8b0b,d6c4f718-13d9-4d0b-98bf-0aa3634cd09e,77971,Truffle Cups - Red
